dish_id,restaurant_id,restaurant_name,dish_name,cuisine,price,spice_level,dietary,rating,city,delivery_time_min,description
119,30,Urban Junction #30,Classic Garlic Bread,Italian,299,very spicy,jain,3.1,Mumbai,20,"Classic Garlic Bread - a very spicy italian dish, jain, priced at Rs.299. Served at Urban Junction #30 in Mumbai, rated 3.1 stars."
120,30,Urban Junction #30,Steamed Masala Dosa,South Indian,399,medium,vegan,3.1,Mumbai,20,"Steamed Masala Dosa - a medium south indian dish, vegan, priced at Rs.399. Served at Urban Junction #30 in Mumbai, rated 3.1 stars."
121,31,Urban Corner #31,Cheesy Manchurian,Chinese,299,medium,non-veg,3.4,Hyderabad,18,"Cheesy Manchurian - a medium chinese dish, non-veg, priced at Rs.299. Served at Urban Corner #31 in Hyderabad, rated 3.4 stars."
122,31,Urban Corner #31,Loaded Hakka Noodles,Chinese,349,very spicy,jain,3.4,Hyderabad,18,"Loaded Hakka Noodles - a very spicy chinese dish, jain, priced at Rs.349. Served at Urban Corner #31 in Hyderabad, rated 3.4 stars."
123,31,Urban Corner #31,Fiery Manchurian,Chinese,249,medium,vegan,3.4,Hyderabad,18,"Fiery Manchurian - a medium chinese dish, vegan, priced at Rs.249. Served at Urban Corner #31 in Hyderabad, rated 3.4 stars."
124,31,Urban Corner #31,Spicy Hakka Noodles,Chinese,299,mild,non-veg,3.4,Hyderabad,18,"Spicy Hakka Noodles - a mild chinese dish, non-veg, priced at Rs.299. Served at Urban Corner #31 in Hyderabad, rated 3.4 stars."
125,32,The Corner #32,Creamy Gulab Jamun,Desserts,99,very spicy,veg,4.8,Bangalore,33,"Creamy Gulab Jamun - a very spicy desserts dish, veg, priced at Rs.99. Served at The Corner #32 in Bangalore, rated 4.8 stars."
126,32,The Corner #32,Homestyle Gulab Jamun,Desserts,349,medium,non-veg,4.8,Bangalore,33,"Homestyle Gulab Jamun - a medium desserts dish, non-veg, priced at Rs.349. Served at The Corner #32 in Bangalore, rated 4.8 stars."
127,32,The Corner #32,Cheesy Chocolate Brownie,Desserts,199,medium,vegan,4.8,Bangalore,33,"Cheesy Chocolate Brownie - a medium desserts dish, vegan, priced at Rs.199. Served at The Corner #32 in Bangalore, rated 4.8 stars."
128,32,The Corner #32,Loaded Chocolate Brownie,Desserts,149,medium,jain,4.8,Bangalore,33,"Loaded Chocolate Brownie - a medium desserts dish, jain, priced at Rs.149. Served at The Corner #32 in Bangalore, rated 4.8 stars."
129,33,Cafe Table #33,Spicy Bhel Puri,Street Food,399,medium,jain,3.9,Jamshedpur,33,"Spicy Bhel Puri - a medium street food dish, jain, priced at Rs.399. Served at Cafe Table #33 in Jamshedpur, rated 3.9 stars."
130,33,Cafe Table #33,Classic Pani Puri,Street Food,299,spicy,jain,3.9,Jamshedpur,33,"Classic Pani Puri - a spicy street food dish, jain, priced at Rs.299. Served at Cafe Table #33 in Jamshedpur, rated 3.9 stars."
131,33,Cafe Table #33,Loaded Vada Pav,Street Food,299,medium,jain,3.9,Jamshedpur,33,"Loaded Vada Pav - a medium street food dish, jain, priced at Rs.299. Served at Cafe Table #33 in Jamshedpur, rated 3.9 stars."
132,33,Cafe Table #33,Loaded Grilled Tofu Bowl,Healthy Food,149,very spicy,veg,3.9,Jamshedpur,33,"Loaded Grilled Tofu Bowl - a very spicy healthy food dish, veg, priced at Rs.149. Served at Cafe Table #33 in Jamshedpur, rated 3.9 stars."
133,34,Cafe Table #34,Cheesy Chole Bhature,North Indian,399,medium,jain,3.1,Pune,18,"Cheesy Chole Bhature - a medium north indian dish, jain, priced at Rs.399. Served at Cafe Table #34 in Pune, rated 3.1 stars."
134,34,Cafe Table #34,Crispy Dal Makhani,North Indian,249,mild,jain,3.1,Pune,18,"Crispy Dal Makhani - a mild north indian dish, jain, priced at Rs.249. Served at Cafe Table #34 in Pune, rated 3.1 stars."
135,34,Cafe Table #34,Cheesy Butter Chicken,North Indian,179,mild,vegan,3.1,Pune,18,"Cheesy Butter Chicken - a mild north indian dish, vegan, priced at Rs.179. Served at Cafe Table #34 in Pune, rated 3.1 stars."
136,34,Cafe Table #34,Grilled Rogan Josh,North Indian,99,mild,non-veg,3.1,Pune,18,"Grilled Rogan Josh - a mild north indian dish, non-veg, priced at Rs.99. Served at Cafe Table #34 in Pune, rated 3.1 stars."
137,35,Urban Junction #35,Crispy Quesadilla,Mexican,249,spicy,veg,4.0,Chennai,47,"Crispy Quesadilla - a spicy mexican dish, veg, priced at Rs.249. Served at Urban Junction #35 in Chennai, rated 4.0 stars."
138,35,Urban Junction #35,Roasted Burrito Bowl,Mexican,129,very spicy,non-veg,4.0,Chennai,47,"Roasted Burrito Bowl - a very spicy mexican dish, non-veg, priced at Rs.129. Served at Urban Junction #35 in Chennai, rated 4.0 stars."
139,35,Urban Junction #35,Crispy Quesadilla,Mexican,399,spicy,vegan,4.0,Chennai,47,"Crispy Quesadilla - a spicy mexican dish, vegan, priced at Rs.399. Served at Urban Junction #35 in Chennai, rated 4.0 stars."
140,35,Urban Junction #35,Cheesy Quesadilla,Mexican,249,spicy,vegan,4.0,Chennai,47,"Cheesy Quesadilla - a spicy mexican dish, vegan, priced at Rs.249. Served at Urban Junction #35 in Chennai, rated 4.0 stars."
141,36,The Junction #36,Fiery Spring Rolls,Chinese,349,mild,jain,4.3,Mumbai,40,"Fiery Spring Rolls - a mild chinese dish, jain, priced at Rs.349. Served at The Junction #36 in Mumbai, rated 4.3 stars."
142,36,The Junction #36,Classic Manchurian,Chinese,249,very spicy,veg,4.3,Mumbai,40,"Classic Manchurian - a very spicy chinese dish, veg, priced at Rs.249. Served at The Junction #36 in Mumbai, rated 4.3 stars."
143,36,The Junction #36,Spicy Manchurian,Chinese,199,very spicy,vegan,4.3,Mumbai,40,"Spicy Manchurian - a very spicy chinese dish, vegan, priced at Rs.199. Served at The Junction #36 in Mumbai, rated 4.3 stars."
144,36,The Junction #36,Classic Manchurian,Chinese,179,very spicy,non-veg,4.3,Mumbai,40,"Classic Manchurian - a very spicy chinese dish, non-veg, priced at Rs.179. Served at The Junction #36 in Mumbai, rated 4.3 stars."
145,37,Royal Junction #37,Steamed Enchiladas,Mexican,249,spicy,jain,3.1,Pune,41,"Steamed Enchiladas - a spicy mexican dish, jain, priced at Rs.249. Served at Royal Junction #37 in Pune, rated 3.1 stars."
146,37,Royal Junction #37,Tangy Quesadilla,Mexican,249,medium,non-veg,3.1,Pune,41,"Tangy Quesadilla - a medium mexican dish, non-veg, priced at Rs.249. Served at Royal Junction #37 in Pune, rated 3.1 stars."
147,37,Royal Junction #37,Cheesy Burrito Bowl,Mexican,99,mild,veg,3.1,Pune,41,"Cheesy Burrito Bowl - a mild mexican dish, veg, priced at Rs.99. Served at Royal Junction #37 in Pune, rated 3.1 stars."
148,37,Royal Junction #37,Homestyle Tacos,Mexican,149,medium,veg,3.1,Pune,41,"Homestyle Tacos - a medium mexican dish, veg, priced at Rs.149. Served at Royal Junction #37 in Pune, rated 3.1 stars."
149,38,Spice House #38,Spicy Caesar Salad,Continental,179,very spicy,vegan,4.3,Delhi,30,"Spicy Caesar Salad - a very spicy continental dish, vegan, priced at Rs.179. Served at Spice House #38 in Delhi, rated 4.3 stars."
150,38,Spice House #38,Steamed Enchiladas,Mexican,349,very spicy,veg,4.3,Delhi,30,"Steamed Enchiladas - a very spicy mexican dish, veg, priced at Rs.349. Served at Spice House #38 in Delhi, rated 4.3 stars."
151,38,Spice House #38,Cheesy Enchiladas,Mexican,299,mild,veg,4.3,Delhi,30,"Cheesy Enchiladas - a mild mexican dish, veg, priced at Rs.299. Served at Spice House #38 in Delhi, rated 4.3 stars."
152,38,Spice House #38,Cheesy Steak,Continental,199,mild,jain,4.3,Delhi,30,"Cheesy Steak - a mild continental dish, jain, priced at Rs.199. Served at Spice House #38 in Delhi, rated 4.3 stars."
153,39,Grand Table #39,Creamy Gulab Jamun,Desserts,399,medium,non-veg,3.9,Bangalore,15,"Creamy Gulab Jamun - a medium desserts dish, non-veg, priced at Rs.399. Served at Grand Table #39 in Bangalore, rated 3.9 stars."
154,39,Grand Table #39,Cheesy Cheesecake,Desserts,199,spicy,vegan,3.9,Bangalore,15,"Cheesy Cheesecake - a spicy desserts dish, vegan, priced at Rs.199. Served at Grand Table #39 in Bangalore, rated 3.9 stars."
155,39,Grand Table #39,Classic Hakka Noodles,Chinese,299,very spicy,non-veg,3.9,Bangalore,15,"Classic Hakka Noodles - a very spicy chinese dish, non-veg, priced at Rs.299. Served at Grand Table #39 in Bangalore, rated 3.9 stars."
156,39,Grand Table #39,Steamed Ice Cream Sundae,Desserts,129,mild,veg,3.9,Bangalore,15,"Steamed Ice Cream Sundae - a mild desserts dish, veg, priced at Rs.129. Served at Grand Table #39 in Bangalore, rated 3.9 stars."
157,40,The Kitchen #40,Homestyle Pav Bhaji,Street Food,399,very spicy,veg,3.4,Pune,23,"Homestyle Pav Bhaji - a very spicy street food dish, veg, priced at Rs.399. Served at The Kitchen #40 in Pune, rated 3.4 stars."
158,40,The Kitchen #40,Creamy Burrito Bowl,Mexican,349,very spicy,vegan,3.4,Pune,23,"Creamy Burrito Bowl - a very spicy mexican dish, vegan, priced at Rs.349. Served at The Kitchen #40 in Pune, rated 3.4 stars."
159,40,The Kitchen #40,Spicy Enchiladas,Mexican,179,medium,jain,3.4,Pune,23,"Spicy Enchiladas - a medium mexican dish, jain, priced at Rs.179. Served at The Kitchen #40 in Pune, rated 3.4 stars."
160,40,The Kitchen #40,Creamy Pani Puri,Street Food,199,mild,non-veg,3.4,Pune,23,"Creamy Pani Puri - a mild street food dish, non-veg, priced at Rs.199. Served at The Kitchen #40 in Pune, rated 3.4 stars."
161,41,Spice House #41,Crispy Margherita Pizza,Italian,149,very spicy,veg,3.8,Delhi,54,"Crispy Margherita Pizza - a very spicy italian dish, veg, priced at Rs.149. Served at Spice House #41 in Delhi, rated 3.8 stars."
162,41,Spice House #41,Grilled Pasta Alfredo,Italian,179,very spicy,vegan,3.8,Delhi,54,"Grilled Pasta Alfredo - a very spicy italian dish, vegan, priced at Rs.179. Served at Spice House #41 in Delhi, rated 3.8 stars."
163,41,Spice House #41,Roasted Pasta Alfredo,Italian,129,spicy,veg,3.8,Delhi,54,"Roasted Pasta Alfredo - a spicy italian dish, veg, priced at Rs.129. Served at Spice House #41 in Delhi, rated 3.8 stars."
164,41,Spice House #41,Crispy Filter Coffee,South Indian,129,spicy,jain,3.8,Delhi,54,"Crispy Filter Coffee - a spicy south indian dish, jain, priced at Rs.129. Served at Spice House #41 in Delhi, rated 3.8 stars."
165,42,Cafe House #42,Steamed Butter Chicken,North Indian,199,very spicy,jain,3.2,Jamshedpur,31,"Steamed Butter Chicken - a very spicy north indian dish, jain, priced at Rs.199. Served at Cafe House #42 in Jamshedpur, rated 3.2 stars."
166,42,Cafe House #42,Cheesy Steak,Continental,299,very spicy,non-veg,3.2,Jamshedpur,31,"Cheesy Steak - a very spicy continental dish, non-veg, priced at Rs.299. Served at Cafe House #42 in Jamshedpur, rated 3.2 stars."
167,42,Cafe House #42,Steamed Cinnamon Roll,Bakery,299,mild,vegan,3.2,Jamshedpur,31,"Steamed Cinnamon Roll - a mild bakery dish, vegan, priced at Rs.299. Served at Cafe House #42 in Jamshedpur, rated 3.2 stars."
168,42,Cafe House #42,Creamy Grilled Chicken,Continental,199,medium,jain,3.2,Jamshedpur,31,"Creamy Grilled Chicken - a medium continental dish, jain, priced at Rs.199. Served at Cafe House #42 in Jamshedpur, rated 3.2 stars."
169,43,Grand Junction #43,Classic Filter Coffee,South Indian,249,mild,veg,3.5,Delhi,36,"Classic Filter Coffee - a mild south indian dish, veg, priced at Rs.249. Served at Grand Junction #43 in Delhi, rated 3.5 stars."
170,43,Grand Junction #43,Fiery Uttapam,South Indian,249,spicy,veg,3.5,Delhi,36,"Fiery Uttapam - a spicy south indian dish, veg, priced at Rs.249. Served at Grand Junction #43 in Delhi, rated 3.5 stars."
171,43,Grand Junction #43,Tangy Masala Dosa,South Indian,299,very spicy,jain,3.5,Delhi,36,"Tangy Masala Dosa - a very spicy south indian dish, jain, priced at Rs.299. Served at Grand Junction #43 in Delhi, rated 3.5 stars."
172,43,Grand Junction #43,Creamy Masala Dosa,South Indian,249,mild,vegan,3.5,Delhi,36,"Creamy Masala Dosa - a mild south indian dish, vegan, priced at Rs.249. Served at Grand Junction #43 in Delhi, rated 3.5 stars."
173,44,Grand House #44,Loaded Croissant,Bakery,299,very spicy,veg,3.9,Pune,20,"Loaded Croissant - a very spicy bakery dish, veg, priced at Rs.299. Served at Grand House #44 in Pune, rated 3.9 stars."
174,44,Grand House #44,Cheesy Cinnamon Roll,Bakery,149,very spicy,non-veg,3.9,Pune,20,"Cheesy Cinnamon Roll - a very spicy bakery dish, non-veg, priced at Rs.149. Served at Grand House #44 in Pune, rated 3.9 stars."
175,44,Grand House #44,Loaded Donut,Bakery,199,very spicy,non-veg,3.9,Pune,20,"Loaded Donut - a very spicy bakery dish, non-veg, priced at Rs.199. Served at Grand House #44 in Pune, rated 3.9 stars."
176,44,Grand House #44,Homestyle Muffin,Bakery,199,very spicy,vegan,3.9,Pune,20,"Homestyle Muffin - a very spicy bakery dish, vegan, priced at Rs.199. Served at Grand House #44 in Pune, rated 3.9 stars."
177,45,The House #45,Classic Cheese Burger,Fast Food,199,medium,jain,3.2,Chennai,25,"Classic Cheese Burger - a medium fast food dish, jain, priced at Rs.199. Served at The House #45 in Chennai, rated 3.2 stars."
178,45,The House #45,Crispy Rogan Josh,North Indian,349,mild,non-veg,3.2,Chennai,25,"Crispy Rogan Josh - a mild north indian dish, non-veg, priced at Rs.349. Served at The House #45 in Chennai, rated 3.2 stars."
179,45,The House #45,Homestyle Cheese Burger,Fast Food,249,very spicy,vegan,3.2,Chennai,25,"Homestyle Cheese Burger - a very spicy fast food dish, vegan, priced at Rs.249. Served at The House #45 in Chennai, rated 3.2 stars."
180,45,The House #45,Homestyle Chicken Wrap,Fast Food,149,spicy,vegan,3.2,Chennai,25,"Homestyle Chicken Wrap - a spicy fast food dish, vegan, priced at Rs.149. Served at The House #45 in Chennai, rated 3.2 stars."
181,46,Cafe Kitchen #46,Fiery Chocolate Brownie,Desserts,249,medium,jain,3.1,Mumbai,49,"Fiery Chocolate Brownie - a medium desserts dish, jain, priced at Rs.249. Served at Cafe Kitchen #46 in Mumbai, rated 3.1 stars."
182,46,Cafe Kitchen #46,Roasted Steak,Continental,349,medium,vegan,3.1,Mumbai,49,"Roasted Steak - a medium continental dish, vegan, priced at Rs.349. Served at Cafe Kitchen #46 in Mumbai, rated 3.1 stars."
183,46,Cafe Kitchen #46,Homestyle Steak,Continental,249,mild,non-veg,3.1,Mumbai,49,"Homestyle Steak - a mild continental dish, non-veg, priced at Rs.249. Served at Cafe Kitchen #46 in Mumbai, rated 3.1 stars."
184,46,Cafe Kitchen #46,Tangy Cheesecake,Desserts,399,mild,jain,3.1,Mumbai,49,"Tangy Cheesecake - a mild desserts dish, jain, priced at Rs.399. Served at Cafe Kitchen #46 in Mumbai, rated 3.1 stars."
185,47,Cafe Junction #47,Loaded Egg Biryani,Biryani,129,very spicy,jain,3.8,Delhi,34,"Loaded Egg Biryani - a very spicy biryani dish, jain, priced at Rs.129. Served at Cafe Junction #47 in Delhi, rated 3.8 stars."
186,47,Cafe Junction #47,Crispy Veg Biryani,Biryani,199,medium,jain,3.8,Delhi,34,"Crispy Veg Biryani - a medium biryani dish, jain, priced at Rs.199. Served at Cafe Junction #47 in Delhi, rated 3.8 stars."
187,47,Cafe Junction #47,Fiery Chicken Biryani,Biryani,349,very spicy,jain,3.8,Delhi,34,"Fiery Chicken Biryani - a very spicy biryani dish, jain, priced at Rs.349. Served at Cafe Junction #47 in Delhi, rated 3.8 stars."
188,47,Cafe Junction #47,Roasted Veg Biryani,Biryani,399,mild,veg,3.8,Delhi,34,"Roasted Veg Biryani - a mild biryani dish, veg, priced at Rs.399. Served at Cafe Junction #47 in Delhi, rated 3.8 stars."
189,48,Spice Bites #48,Tangy Bhel Puri,Street Food,99,very spicy,vegan,3.5,Jamshedpur,37,"Tangy Bhel Puri - a very spicy street food dish, vegan, priced at Rs.99. Served at Spice Bites #48 in Jamshedpur, rated 3.5 stars."
190,48,Spice Bites #48,Spicy Butter Chicken,North Indian,129,spicy,non-veg,3.5,Jamshedpur,37,"Spicy Butter Chicken - a spicy north indian dish, non-veg, priced at Rs.129. Served at Spice Bites #48 in Jamshedpur, rated 3.5 stars."
191,48,Spice Bites #48,Classic Pav Bhaji,Street Food,299,very spicy,non-veg,3.5,Jamshedpur,37,"Classic Pav Bhaji - a very spicy street food dish, non-veg, priced at Rs.299. Served at Spice Bites #48 in Jamshedpur, rated 3.5 stars."
192,48,Spice Bites #48,Fiery Butter Chicken,North Indian,129,spicy,jain,3.5,Jamshedpur,37,"Fiery Butter Chicken - a spicy north indian dish, jain, priced at Rs.129. Served at Spice Bites #48 in Jamshedpur, rated 3.5 stars."
193,49,Royal Bites #49,Roasted Gulab Jamun,Desserts,149,spicy,vegan,4.5,Chennai,16,"Roasted Gulab Jamun - a spicy desserts dish, vegan, priced at Rs.149. Served at Royal Bites #49 in Chennai, rated 4.5 stars."
194,49,Royal Bites #49,Crispy Quesadilla,Mexican,399,very spicy,vegan,4.5,Chennai,16,"Crispy Quesadilla - a very spicy mexican dish, vegan, priced at Rs.399. Served at Royal Bites #49 in Chennai, rated 4.5 stars."
195,49,Royal Bites #49,Fiery Tacos,Mexican,349,spicy,veg,4.5,Chennai,16,"Fiery Tacos - a spicy mexican dish, veg, priced at Rs.349. Served at Royal Bites #49 in Chennai, rated 4.5 stars."
196,49,Royal Bites #49,Roasted Tacos,Mexican,129,mild,vegan,4.5,Chennai,16,"Roasted Tacos - a mild mexican dish, vegan, priced at Rs.129. Served at Royal Bites #49 in Chennai, rated 4.5 stars."
197,50,Spice Corner #50,Roasted Grilled Tofu Bowl,Healthy Food,179,medium,non-veg,4.3,Chennai,32,"Roasted Grilled Tofu Bowl - a medium healthy food dish, non-veg, priced at Rs.179. Served at Spice Corner #50 in Chennai, rated 4.3 stars."
198,50,Spice Corner #50,Homestyle Smoothie Bowl,Healthy Food,349,medium,jain,4.3,Chennai,32,"Homestyle Smoothie Bowl - a medium healthy food dish, jain, priced at Rs.349. Served at Spice Corner #50 in Chennai, rated 4.3 stars."
199,50,Spice Corner #50,Steamed Grilled Tofu Bowl,Healthy Food,299,very spicy,veg,4.3,Chennai,32,"Steamed Grilled Tofu Bowl - a very spicy healthy food dish, veg, priced at Rs.299. Served at Spice Corner #50 in Chennai, rated 4.3 stars."
200,50,Spice Corner #50,Grilled Oats Bowl,Healthy Food,299,very spicy,veg,4.3,Chennai,32,"Grilled Oats Bowl - a very spicy healthy food dish, veg, priced at Rs.299. Served at Spice Corner #50 in Chennai, rated 4.3 stars."
201,51,Grand Kitchen #51,Loaded Vada Pav,Street Food,129,mild,non-veg,4.7,Hyderabad,29,"Loaded Vada Pav - a mild street food dish, non-veg, priced at Rs.129. Served at Grand Kitchen #51 in Hyderabad, rated 4.7 stars."
202,51,Grand Kitchen #51,Crispy Bhel Puri,Street Food,349,mild,vegan,4.7,Hyderabad,29,"Crispy Bhel Puri - a mild street food dish, vegan, priced at Rs.349. Served at Grand Kitchen #51 in Hyderabad, rated 4.7 stars."
203,51,Grand Kitchen #51,Steamed Kathi Roll,Street Food,249,very spicy,jain,4.7,Hyderabad,29,"Steamed Kathi Roll - a very spicy street food dish, jain, priced at Rs.249. Served at Grand Kitchen #51 in Hyderabad, rated 4.7 stars."
204,51,Grand Kitchen #51,Classic Bhel Puri,Street Food,349,medium,vegan,4.7,Hyderabad,29,"Classic Bhel Puri - a medium street food dish, vegan, priced at Rs.349. Served at Grand Kitchen #51 in Hyderabad, rated 4.7 stars."
205,52,Spice House #52,Classic Cold Coffee,Beverages,129,medium,vegan,4.5,Chennai,29,"Classic Cold Coffee - a medium beverages dish, vegan, priced at Rs.129. Served at Spice House #52 in Chennai, rated 4.5 stars."
206,52,Spice House #52,Classic Cold Coffee,Beverages,149,very spicy,jain,4.5,Chennai,29,"Classic Cold Coffee - a very spicy beverages dish, jain, priced at Rs.149. Served at Spice House #52 in Chennai, rated 4.5 stars."
207,52,Spice House #52,Homestyle Iced Tea,Beverages,299,medium,jain,4.5,Chennai,29,"Homestyle Iced Tea - a medium beverages dish, jain, priced at Rs.299. Served at Spice House #52 in Chennai, rated 4.5 stars."
208,52,Spice House #52,Tangy Iced Tea,Beverages,349,spicy,non-veg,4.5,Chennai,29,"Tangy Iced Tea - a spicy beverages dish, non-veg, priced at Rs.349. Served at Spice House #52 in Chennai, rated 4.5 stars."
209,53,Royal Corner #53,Fiery Donut,Bakery,99,spicy,veg,3.5,Bangalore,32,"Fiery Donut - a spicy bakery dish, veg, priced at Rs.99. Served at Royal Corner #53 in Bangalore, rated 3.5 stars."
210,53,Royal Corner #53,Crispy Muffin,Bakery,299,very spicy,jain,3.5,Bangalore,32,"Crispy Muffin - a very spicy bakery dish, jain, priced at Rs.299. Served at Royal Corner #53 in Bangalore, rated 3.5 stars."
211,53,Royal Corner #53,Roasted Bagel,Bakery,349,very spicy,non-veg,3.5,Bangalore,32,"Roasted Bagel - a very spicy bakery dish, non-veg, priced at Rs.349. Served at Royal Corner #53 in Bangalore, rated 3.5 stars."
212,53,Royal Corner #53,Spicy Cinnamon Roll,Bakery,179,spicy,veg,3.5,Bangalore,32,"Spicy Cinnamon Roll - a spicy bakery dish, veg, priced at Rs.179. Served at Royal Corner #53 in Bangalore, rated 3.5 stars."
213,54,Urban Table #54,Cheesy Caesar Salad,Continental,199,medium,jain,4.0,Chennai,22,"Cheesy Caesar Salad - a medium continental dish, jain, priced at Rs.199. Served at Urban Table #54 in Chennai, rated 4.0 stars."
214,54,Urban Table #54,Cheesy Soup,Continental,129,mild,vegan,4.0,Chennai,22,"Cheesy Soup - a mild continental dish, vegan, priced at Rs.129. Served at Urban Table #54 in Chennai, rated 4.0 stars."
215,54,Urban Table #54,Spicy Soup,Continental,349,medium,jain,4.0,Chennai,22,"Spicy Soup - a medium continental dish, jain, priced at Rs.349. Served at Urban Table #54 in Chennai, rated 4.0 stars."
216,54,Urban Table #54,Loaded Muffin,Bakery,99,very spicy,vegan,4.0,Chennai,22,"Loaded Muffin - a very spicy bakery dish, vegan, priced at Rs.99. Served at Urban Table #54 in Chennai, rated 4.0 stars."
217,55,Spice Kitchen #55,Fiery Tacos,Mexican,129,medium,non-veg,4.1,Mumbai,35,"Fiery Tacos - a medium mexican dish, non-veg, priced at Rs.129. Served at Spice Kitchen #55 in Mumbai, rated 4.1 stars."
218,55,Spice Kitchen #55,Steamed Enchiladas,Mexican,299,medium,non-veg,4.1,Mumbai,35,"Steamed Enchiladas - a medium mexican dish, non-veg, priced at Rs.299. Served at Spice Kitchen #55 in Mumbai, rated 4.1 stars."
219,55,Spice Kitchen #55,Spicy Manchurian,Chinese,249,spicy,non-veg,4.1,Mumbai,35,"Spicy Manchurian - a spicy chinese dish, non-veg, priced at Rs.249. Served at Spice Kitchen #55 in Mumbai, rated 4.1 stars."
220,55,Spice Kitchen #55,Loaded Nachos,Mexican,199,mild,non-veg,4.1,Mumbai,35,"Loaded Nachos - a mild mexican dish, non-veg, priced at Rs.199. Served at Spice Kitchen #55 in Mumbai, rated 4.1 stars."
221,56,The Corner #56,Loaded Grilled Chicken,Continental,149,medium,non-veg,3.4,Pune,42,"Loaded Grilled Chicken - a medium continental dish, non-veg, priced at Rs.149. Served at The Corner #56 in Pune, rated 3.4 stars."
222,56,The Corner #56,Crispy Nachos,Mexican,299,very spicy,non-veg,3.4,Pune,42,"Crispy Nachos - a very spicy mexican dish, non-veg, priced at Rs.299. Served at The Corner #56 in Pune, rated 3.4 stars."
223,56,The Corner #56,Homestyle Sandwich,Continental,349,mild,veg,3.4,Pune,42,"Homestyle Sandwich - a mild continental dish, veg, priced at Rs.349. Served at The Corner #56 in Pune, rated 3.4 stars."
224,56,The Corner #56,Roasted Soup,Continental,199,spicy,jain,3.4,Pune,42,"Roasted Soup - a spicy continental dish, jain, priced at Rs.199. Served at The Corner #56 in Pune, rated 3.4 stars."
225,57,Cafe Table #57,Grilled Steak,Continental,99,mild,jain,4.8,Jamshedpur,38,"Grilled Steak - a mild continental dish, jain, priced at Rs.99. Served at Cafe Table #57 in Jamshedpur, rated 4.8 stars."
226,57,Cafe Table #57,Cheesy Grilled Chicken,Continental,299,medium,jain,4.8,Jamshedpur,38,"Cheesy Grilled Chicken - a medium continental dish, jain, priced at Rs.299. Served at Cafe Table #57 in Jamshedpur, rated 4.8 stars."
227,57,Cafe Table #57,Loaded Sandwich,Continental,249,spicy,vegan,4.8,Jamshedpur,38,"Loaded Sandwich - a spicy continental dish, vegan, priced at Rs.249. Served at Cafe Table #57 in Jamshedpur, rated 4.8 stars."
228,57,Cafe Table #57,Fiery Soup,Continental,249,mild,veg,4.8,Jamshedpur,38,"Fiery Soup - a mild continental dish, veg, priced at Rs.249. Served at Cafe Table #57 in Jamshedpur, rated 4.8 stars."
229,58,Spice Junction #58,Spicy Filter Coffee,South Indian,129,medium,jain,4.3,Bangalore,34,"Spicy Filter Coffee - a medium south indian dish, jain, priced at Rs.129. Served at Spice Junction #58 in Bangalore, rated 4.3 stars."
230,58,Spice Junction #58,Homestyle Croissant,Bakery,179,medium,vegan,4.3,Bangalore,34,"Homestyle Croissant - a medium bakery dish, vegan, priced at Rs.179. Served at Spice Junction #58 in Bangalore, rated 4.3 stars."
231,58,Spice Junction #58,Creamy Uttapam,South Indian,249,spicy,veg,4.3,Bangalore,34,"Creamy Uttapam - a spicy south indian dish, veg, priced at Rs.249. Served at Spice Junction #58 in Bangalore, rated 4.3 stars."
232,58,Spice Junction #58,Spicy Muffin,Bakery,299,spicy,non-veg,4.3,Bangalore,34,"Spicy Muffin - a spicy bakery dish, non-veg, priced at Rs.299. Served at Spice Junction #58 in Bangalore, rated 4.3 stars."
233,59,Spice Corner #59,Roasted Croissant,Bakery,129,mild,non-veg,3.6,Jamshedpur,27,"Roasted Croissant - a mild bakery dish, non-veg, priced at Rs.129. Served at Spice Corner #59 in Jamshedpur, rated 3.6 stars."
234,59,Spice Corner #59,Tangy Croissant,Bakery,179,very spicy,veg,3.6,Jamshedpur,27,"Tangy Croissant - a very spicy bakery dish, veg, priced at Rs.179. Served at Spice Corner #59 in Jamshedpur, rated 3.6 stars."
235,59,Spice Corner #59,Creamy Chicken Wrap,Fast Food,299,medium,jain,3.6,Jamshedpur,27,"Creamy Chicken Wrap - a medium fast food dish, jain, priced at Rs.299. Served at Spice Corner #59 in Jamshedpur, rated 3.6 stars."
236,59,Spice Corner #59,Homestyle French Fries,Fast Food,129,mild,veg,3.6,Jamshedpur,27,"Homestyle French Fries - a mild fast food dish, veg, priced at Rs.129. Served at Spice Corner #59 in Jamshedpur, rated 3.6 stars."
237,60,Grand Table #60,Loaded Ice Cream Sundae,Desserts,149,very spicy,non-veg,4.2,Delhi,40,"Loaded Ice Cream Sundae - a very spicy desserts dish, non-veg, priced at Rs.149. Served at Grand Table #60 in Delhi, rated 4.2 stars."
238,60,Grand Table #60,Cheesy Croissant,Bakery,99,medium,jain,4.2,Delhi,40,"Cheesy Croissant - a medium bakery dish, jain, priced at Rs.99. Served at Grand Table #60 in Delhi, rated 4.2 stars."
239,60,Grand Table #60,Steamed Chocolate Brownie,Desserts,149,very spicy,jain,4.2,Delhi,40,"Steamed Chocolate Brownie - a very spicy desserts dish, jain, priced at Rs.149. Served at Grand Table #60 in Delhi, rated 4.2 stars."
